year,PracticeID,lhb,lhbcode,GPCluster,pop,CHD,COPD,DEM,DIAB,EPI,HF,HYP,OBI,STR,AF
2017,W97006,Cardiff & Vale,,Cardiff East,"18,627",445,339,69,893,133,143,"2,150","2,516",222,213
2017,W97008,Cardiff & Vale,,Cardiff East,"8,760",246,205,65,434,54,56,"1,049",812,121,116
2017,W97027,Cardiff & Vale,,Cardiff East,"15,515",523,420,110,895,133,140,"2,603",960,290,278
2017,W97049,Cardiff & Vale,,Cardiff East,"10,091",373,210,93,617,80,130,"1,273",842,209,189
2017,W97069,Cardiff & Vale,,Cardiff East,"5,037",93,64,62,200,29,14,476,285,49,40
2017,W97010,Cardiff & Vale,,Cardiff North,"9,697",340,154,91,492,46,154,"1,383",790,224,224
2017,W97013,Cardiff & Vale,,Cardiff North,"8,818",320,138,123,445,74,105,"1,528",782,215,217
2017,W97015,Cardiff & Vale,,Cardiff North,"15,056",472,179,105,711,88,146,"2,243","1,384",312,352
2017,W97021,Cardiff & Vale,,Cardiff North,"9,954",313,88,82,454,65,83,"1,308",793,172,189
2017,W97022,Cardiff & Vale,,Cardiff North,"8,389",206,97,23,394,54,70,872,517,122,117
2017,W97025,Cardiff & Vale,,Cardiff North,"7,661",144,113,27,273,36,33,688,431,78,69
2017,W97033,Cardiff & Vale,,Cardiff North,"10,916",249,97,81,366,64,107,"1,136",420,189,138
2017,W97034,Cardiff & Vale,,Cardiff North,"12,571",211,61,54,353,54,56,796,324,125,122
2017,W97041,Cardiff & Vale,,Cardiff North,"7,883",205,106,32,345,55,97,906,573,124,118
2017,W97053,Cardiff & Vale,,Cardiff North,"7,351",194,75,67,278,34,50,947,544,125,113
2017,W97065,Cardiff & Vale,,Cardiff North,"10,164",164,135,44,386,47,51,"1,035",890,94,70
2017,W97002,Cardiff & Vale,,Cardiff South East,"6,508",166,210,34,335,47,47,807,484,92,90
2017,W97007,Cardiff & Vale,,Cardiff South East,"7,580",163,175,41,406,68,46,896,795,104,75
2017,W97009,Cardiff & Vale,,Cardiff South East,"6,355",48,33,27,123,24,29,234,362,43,35
2017,W97014,Cardiff & Vale,,Cardiff South East,"6,971",121,53,19,283,33,30,445,397,72,52
2017,W97020,Cardiff & Vale,,Cardiff South East,"7,968",196,105,24,280,23,47,620,563,90,106
2017,W97048,Cardiff & Vale,,Cardiff South East,"12,070",282,190,65,576,83,96,"1,325","1,440",183,114
2017,W97056,Cardiff & Vale,,Cardiff South East,"6,932",38,15,9,95,10,17,199,266,19,23
2017,W97060,Cardiff & Vale,,Cardiff South East,"8,101",161,140,35,377,64,41,727,573,98,84
2017,W97005,Cardiff & Vale,,Cardiff South West,"4,337",142,97,32,219,24,35,580,239,65,64
2017,W97016,Cardiff & Vale,,Cardiff South West,"4,130",125,83,15,320,29,17,527,293,62,71
2017,W97017,Cardiff & Vale,,Cardiff South West,"8,206",267,220,84,466,68,88,"1,125",905,163,132
2017,W97018,Cardiff & Vale,,Cardiff South West,"4,811",69,36,6,276,20,42,469,288,39,16
2017,W97023,Cardiff & Vale,,Cardiff South West,"7,530",255,250,60,388,68,69,"1,157",636,132,174
2017,W97031,Cardiff & Vale,,Cardiff South West,"6,066",195,100,58,306,48,41,679,451,106,123
2017,W97040,Cardiff & Vale,,Cardiff South West,"13,202",393,263,60,818,94,93,"1,761","1,018",269,188
2017,W97067,Cardiff & Vale,,Cardiff South West,"4,807",67,33,31,108,26,17,360,234,49,42
2017,W97068,Cardiff & Vale,,Cardiff South West,"3,148",77,67,17,196,24,32,475,215,51,51
2017,W97296,Cardiff & Vale,,Cardiff South West,"8,003",129,128,52,245,51,54,684,475,73,78
2017,W97623,Cardiff & Vale,,Cardiff South West,"2,560",52,64,7,142,20,4,294,378,30,14
2017,W97024,Cardiff & Vale,,Cardiff West,"8,679",259,88,68,330,47,79,"1,134",521,153,186
2017,W97028,Cardiff & Vale,,Cardiff West,"7,120",225,90,42,301,51,98,943,441,186,176
2017,W97036,Cardiff & Vale,,Cardiff West,"6,037",164,86,18,258,28,51,839,519,92,108
2017,W97047,Cardiff & Vale,,Cardiff West,"8,967",421,199,47,520,63,62,"1,286",670,234,193
2017,W97059,Cardiff & Vale,,Cardiff West,"4,310",122,66,32,190,30,50,574,268,98,96
2017,W97286,Cardiff & Vale,,Cardiff West,"5,433",133,128,52,255,33,50,578,389,97,105
2017,W97294,Cardiff & Vale,,Cardiff West,"5,858",163,79,42,291,44,29,736,479,108,100
2017,W97619,Cardiff & Vale,,Cardiff West,"6,594",168,74,46,231,32,58,885,330,100,119
2017,W97001,Cardiff & Vale,,Central Vale,"13,859",429,265,88,648,102,89,"1,998","1,319",265,272
2017,W97032,Cardiff & Vale,,Central Vale,"12,164",424,258,65,714,102,113,"1,800","1,486",231,227
2017,W97046,Cardiff & Vale,,Central Vale,"6,247",249,256,45,409,59,95,"1,265",592,149,137
2017,W97058,Cardiff & Vale,,Central Vale,"7,162",261,148,66,476,57,68,"1,213",737,154,137
2017,W97062,Cardiff & Vale,,Central Vale,"3,461",132,35,20,176,32,41,545,83,105,83
2017,W97064,Cardiff & Vale,,Central Vale,"7,446",255,129,40,407,53,41,"1,074",680,168,131
2017,W97611,Cardiff & Vale,,Central Vale,"7,326",177,162,27,358,71,55,866,788,110,97
2017,W97614,Cardiff & Vale,,Central Vale,"5,613",206,91,31,307,39,37,802,380,109,116
2017,W97029,Cardiff & Vale,,City & Cardiff South,"5,234",100,86,27,238,39,28,362,256,67,35
2017,W97044,Cardiff & Vale,,City & Cardiff South,"7,392",175,95,40,479,37,56,705,428,94,55
2017,W97061,Cardiff & Vale,,City & Cardiff South,"8,528",195,115,40,401,65,63,"1,061",671,102,117
2017,W97063,Cardiff & Vale,,City & Cardiff South,"3,385",67,40,10,157,17,12,444,188,36,33
2017,W97291,Cardiff & Vale,,City & Cardiff South,"7,893",63,30,20,209,30,16,280,312,54,28
2017,W97299,Cardiff & Vale,,City & Cardiff South,"4,599",125,39,26,398,20,42,653,329,58,27
2017,W97616,Cardiff & Vale,,City & Cardiff South,"2,984",72,36,41,196,18,16,293,177,42,22
2017,W97003,Cardiff & Vale,,Eastern Vale,"7,258",228,108,59,360,44,59,"1,045",463,125,151
2017,W97011,Cardiff & Vale,,Eastern Vale,"8,778",332,149,98,481,62,152,"1,389",556,248,219
2017,W97019,Cardiff & Vale,,Eastern Vale,"5,165",155,81,56,301,30,38,782,475,117,125
2017,W97055,Cardiff & Vale,,Eastern Vale,"9,302",367,121,72,481,57,80,"1,488",534,196,237
2017,W97057,Cardiff & Vale,,Eastern Vale,"6,207",173,93,49,303,33,33,679,338,103,105
2017,W97038,Cardiff & Vale,,Western Vale,"6,877",222,59,63,272,37,74,954,218,161,182
2017,W97045,Cardiff & Vale,,Western Vale,"10,886",444,194,73,610,69,182,"1,781",812,337,274
2017,W97052,Cardiff & Vale,,Western Vale,"10,064",301,129,59,519,60,77,"1,322",740,182,259
2017,W95001,Cwm Taf,,North Cynon,"7,886",293,302,45,566,92,98,"1,665",922,139,203
2017,W95016,Cwm Taf,,North Cynon,"5,371",211,116,13,338,49,57,993,591,110,91
2017,W95020,Cwm Taf,,North Cynon,"5,803",257,183,14,396,45,32,798,589,77,114
2017,W95047,Cwm Taf,,North Cynon,"8,098",324,175,50,481,57,76,"1,609","1,085",200,211
2017,W95087,Cwm Taf,,North Cynon,"4,333",199,132,28,291,41,36,654,387,80,111
2017,W95633,Cwm Taf,,North Cynon,"8,827",327,285,52,544,61,91,"1,387",680,163,180
2017,W95005,Cwm Taf,,North Merthyr Tydfil,"3,440",129,94,17,199,37,37,596,356,60,45
2017,W95023,Cwm Taf,,North Merthyr Tydfil,"8,815",382,270,97,565,98,78,"1,440","1,157",230,213
2017,W95086,Cwm Taf,,North Merthyr Tydfil,"16,991",763,575,93,"1,126",146,190,"3,141","2,008",378,386
2017,W95647,Cwm Taf,,North Merthyr Tydfil,"2,894",90,85,11,144,27,17,411,393,39,36
2017,W95019,Cwm Taf,,North Rhondda,"6,232",353,260,23,414,62,92,"1,283",742,192,147
2017,W95030,Cwm Taf,,North Rhondda,"4,789",185,137,23,299,43,48,817,560,115,109
2017,W95051,Cwm Taf,,North Rhondda,"7,631",380,346,33,482,69,66,"1,585",919,154,164
2017,W95054,Cwm Taf,,North Rhondda,"10,182",346,255,20,616,78,79,"1,444","1,266",211,158
2017,W95071,Cwm Taf,,North Rhondda,"6,641",258,156,19,476,47,23,"1,196",689,122,139
2017,W95014,Cwm Taf,,North Taf Ely,"12,296",519,319,114,793,102,103,"2,180","1,349",307,275
2017,W95024,Cwm Taf,,North Taf Ely,"16,461",455,297,124,948,127,132,"2,301","2,039",292,296
2017,W95058,Cwm Taf,,North Taf Ely,"15,813",523,406,85,992,138,118,"2,365","2,073",289,251
2017,W95619,Cwm Taf,,North Taf Ely,"2,350",90,65,14,150,23,18,410,334,53,56
2017,W95029,Cwm Taf,,South Cynon,"4,033",141,184,10,285,39,39,754,595,66,70
2017,W95038,Cwm Taf,,South Cynon,"4,451",135,173,51,315,37,61,708,424,88,67
2017,W95042,Cwm Taf,,South Cynon,"6,567",250,188,18,406,57,66,989,770,107,122
2017,W95055,Cwm Taf,,South Cynon,"1,741",76,62,3,118,23,20,359,242,57,45
2017,W95623,Cwm Taf,,South Cynon,"4,363",239,229,37,352,42,126,"1,072",843,107,107
2017,W95026,Cwm Taf,,South Merthyr Tydfil,"5,129",158,150,37,325,44,37,934,731,80,86
2017,W95032,Cwm Taf,,South Merthyr Tydfil,"5,867",185,130,36,415,38,43,"1,133","1,097",90,114
2017,W95072,Cwm Taf,,South Merthyr Tydfil,"12,245",358,247,29,594,86,59,"1,633",878,201,144
2017,W95290,Cwm Taf,,South Merthyr Tydfil,"2,001",84,38,4,133,11,26,327,280,47,34
2017,W95634,Cwm Taf,,South Merthyr Tydfil,"3,121",117,108,25,219,25,27,675,570,52,63
2017,W95004,Cwm Taf,,South Rhondda,"8,285",287,292,61,579,67,65,"1,587","1,194",186,165
2017,W95007,Cwm Taf,,South Rhondda,"5,075",162,121,22,321,51,18,"1,088",837,80,97
2017,W95027,Cwm Taf,,South Rhondda,"6,143",237,141,12,361,69,51,892,947,141,128
2017,W95044,Cwm Taf,,South Rhondda,"9,083",333,214,71,539,84,61,"1,235","1,511",250,187
2017,W95045,Cwm Taf,,South Rhondda,"3,132",131,94,20,156,33,31,457,384,76,63
2017,W95057,Cwm Taf,,South Rhondda,"5,191",224,146,17,370,49,28,"1,034",731,123,123
2017,W95062,Cwm Taf,,South Rhondda,"7,155",283,228,57,490,75,92,"1,456","1,142",165,168
2017,W95076,Cwm Taf,,South Rhondda,"3,815",192,92,13,280,34,44,671,209,76,74
2017,W95295,Cwm Taf,,South Rhondda,"5,559",239,204,48,418,73,35,976,"1,057",120,114
2017,W95011,Cwm Taf,,South Taf Ely,"17,424",555,178,54,838,102,111,"2,264","1,309",284,276
2017,W95025,Cwm Taf,,South Taf Ely,"12,198",426,213,56,687,77,57,"1,655","1,043",216,276
2017,W95036,Cwm Taf,,South Taf Ely,"11,989",406,318,66,687,105,117,"1,784","1,052",263,236
2017,W95060,Cwm Taf,,South Taf Ely,"6,956",184,88,71,371,47,49,"1,056",579,102,121
2017,W00142,Hywel Dda,,Amman/Gwendraeth,"7,809",378,271,41,584,61,74,"1,104",841,195,188
2017,W92003,Hywel Dda,,Amman/Gwendraeth,"7,734",415,219,51,580,87,118,"1,372","1,267",201,226
2017,W92013,Hywel Dda,,Amman/Gwendraeth,"4,485",197,96,14,293,42,47,849,494,94,106
2017,W92035,Hywel Dda,,Amman/Gwendraeth,"7,087",349,197,56,476,68,94,"1,165","1,016",153,214
2017,W92036,Hywel Dda,,Amman/Gwendraeth,"10,383",471,298,99,720,93,113,"1,670","1,319",248,242
2017,W92040,Hywel Dda,,Amman/Gwendraeth,"8,899",371,193,70,576,72,74,"1,371",842,155,225
2017,W92046,Hywel Dda,,Amman/Gwendraeth,"4,323",227,64,17,288,26,30,686,543,93,79
2017,W92051,Hywel Dda,,Amman/Gwendraeth,"8,301",358,210,51,567,57,105,"1,401","1,086",156,165
2017,W00133,Hywel Dda,,Llanelli,"7,851",349,174,74,514,65,103,"1,275",932,174,220
2017,W00134,Hywel Dda,,Llanelli,"8,971",353,179,67,617,75,78,"1,204","1,247",216,208
2017,W92021,Hywel Dda,,Llanelli,"6,461",299,140,59,424,69,57,"1,057",671,182,155
2017,W92031,Hywel Dda,,Llanelli,"6,210",306,172,38,455,49,67,"1,173",568,138,180
2017,W92037,Hywel Dda,,Llanelli,"9,353",354,179,63,479,91,69,"1,023",768,192,191
2017,W92048,Hywel Dda,,Llanelli,"4,641",206,74,26,271,39,36,814,425,108,106
2017,W92052,Hywel Dda,,Llanelli,"14,755",673,340,104,"1,099",133,131,"2,498","1,566",336,322
2017,W92436,Hywel Dda,,Llanelli,"1,405",57,26,10,89,16,14,288,181,36,30
2017,W92614,Hywel Dda,,Llanelli,"2,284",90,29,6,165,14,18,232,67,41,27
2017,W92006,Hywel Dda,,North Ceredigion,"2,702",151,81,26,203,19,73,548,403,65,88
2017,W92014,Hywel Dda,,North Ceredigion,"10,927",312,157,80,477,81,125,"1,372",865,195,201
2017,W92022,Hywel Dda,,North Ceredigion,"7,416",354,147,36,546,74,152,"1,625",859,164,208
2017,W92024,Hywel Dda,,North Ceredigion,"11,483",183,81,47,298,57,84,821,539,91,119
2017,W92025,Hywel Dda,,North Ceredigion,"7,567",294,189,59,427,54,140,"1,392",724,148,207
2017,W92053,Hywel Dda,,North Ceredigion,"3,580",154,71,16,238,29,91,670,408,97,78
2017,W92056,Hywel Dda,,North Ceredigion,"3,320",138,95,21,203,19,79,628,384,75,74
2017,W92002,Hywel Dda,,North Pembrokeshire,"12,263",331,304,58,657,73,70,"2,028","1,048",221,274
2017,W92008,Hywel Dda,,North Pembrokeshire,"8,285",352,297,54,589,78,89,"1,549","1,064",184,241
2017,W92015,Hywel Dda,,North Pembrokeshire,"5,059",217,125,25,311,42,71,893,511,127,137
2017,W92041,Hywel Dda,,North Pembrokeshire,"8,700",333,158,37,578,86,85,"1,046",435,233,203
2017,W92042,Hywel Dda,,North Pembrokeshire,"14,443",499,525,102,788,106,123,"2,272","1,003",330,383
2017,W92058,Hywel Dda,,North Pembrokeshire,"2,469",93,65,21,151,21,24,508,302,55,70
2017,W92059,Hywel Dda,,North Pembrokeshire,"2,497",109,66,23,220,20,37,546,332,63,111
2017,W92061,Hywel Dda,,North Pembrokeshire,"4,296",178,85,28,242,35,39,697,217,80,96
2017,W92064,Hywel Dda,,North Pembrokeshire,"6,796",333,160,37,462,54,155,"1,456",349,230,218
2017,W92005,Hywel Dda,,South Ceredigion,"5,191",191,125,18,322,28,48,801,384,101,125
2017,W92018,Hywel Dda,,South Ceredigion,"7,879",310,159,63,464,66,63,"1,430",454,181,187
2017,W92019,Hywel Dda,,South Ceredigion,"5,705",273,97,41,379,60,70,"1,034",491,166,198
2017,W92034,Hywel Dda,,South Ceredigion,"6,301",292,168,26,453,51,61,"1,382",463,134,135
2017,W92039,Hywel Dda,,South Ceredigion,"11,465",432,221,67,695,75,149,"1,889","1,232",220,280
2017,W92044,Hywel Dda,,South Ceredigion,"7,500",353,173,50,456,54,71,"1,400",698,214,236
2017,W92065,Hywel Dda,,South Ceredigion,"3,828",176,95,52,259,25,52,740,399,117,118
2017,W00067,Hywel Dda,,South Pembrokeshire,"24,712",975,651,148,"1,708",188,224,"4,135","1,570",566,724
2017,W92027,Hywel Dda,,South Pembrokeshire,"8,015",340,214,82,435,40,95,"1,362",622,223,300
2017,W92033,Hywel Dda,,South Pembrokeshire,"8,978",504,204,136,653,85,175,"1,995","1,071",333,358
2017,W92038,Hywel Dda,,South Pembrokeshire,"9,015",340,120,71,502,64,60,"1,640",919,213,290
2017,W92440,Hywel Dda,,South Pembrokeshire,"3,594",141,80,18,200,28,33,593,361,92,57
2017,W92007,Hywel Dda,,Taf / Teifi / Tywi,"7,216",366,152,44,596,63,96,"1,316","1,045",181,235
2017,W92009,Hywel Dda,,Taf / Teifi / Tywi,"9,531",350,152,60,510,91,101,"1,550","1,019",244,275
2017,W92016,Hywel Dda,,Taf / Teifi / Tywi,"14,384",509,228,97,909,107,140,"2,314","1,548",337,356
2017,W92023,Hywel Dda,,Taf / Teifi / Tywi,"6,966",319,130,27,455,53,84,"1,107",691,164,200
2017,W92050,Hywel Dda,,Taf / Teifi / Tywi,"7,425",295,166,52,430,57,114,"1,140",511,182,186
2017,W92055,Hywel Dda,,Taf / Teifi / Tywi,"5,480",223,62,53,313,54,52,834,411,159,124
2017,W92063,Hywel Dda,,Taf / Teifi / Tywi,"3,616",135,82,14,228,12,33,590,459,98,116
2017,W92616,Hywel Dda,,Taf / Teifi / Tywi,"3,134",129,51,36,173,28,37,552,264,91,87
2017,W96004,Powys,,Mid Powys,"4,644",210,107,14,278,25,54,851,326,113,97
2017,W96006,Powys,,Mid Powys,"3,263",143,114,55,229,31,65,624,339,108,83
2017,W96007,Powys,,Mid Powys,"7,602",308,196,38,450,48,102,"1,285",463,176,199
2017,W96013,Powys,,Mid Powys,"10,252",499,311,106,744,88,192,"1,848","1,216",324,298
2017,W96438,Powys,,Mid Powys,"3,508",156,89,16,225,26,51,806,339,85,115
2017,W96001,Powys,,North Powys,"7,143",328,137,44,466,48,84,"1,104",527,189,167
2017,W96005,Powys,,North Powys,"8,673",344,128,26,555,61,115,"1,342",793,196,192
2017,W96009,Powys,,North Powys,"5,613",253,92,29,344,26,56,"1,182",751,138,127
2017,W96010,Powys,,North Powys,"11,030",396,201,77,653,77,84,"1,433","1,166",251,233
2017,W96011,Powys,,North Powys,"3,036",113,81,14,226,18,65,588,211,79,83
2017,W96012,Powys,,North Powys,"10,716",452,234,76,602,57,90,"1,795",845,285,259
2017,W96014,Powys,,North Powys,"3,736",163,138,27,273,23,74,738,491,82,106
2017,W96015,Powys,,North Powys,"14,300",474,292,65,749,120,72,"1,941","1,519",259,213
2017,W96002,Powys,,South Powys,"12,083",548,447,152,907,80,176,"2,443","1,825",356,290
2017,W96003,Powys,,South Powys,"15,682",530,370,136,983,88,186,"2,911","1,133",372,426
2017,W96016,Powys,,South Powys,"9,458",422,115,101,541,60,128,"1,634",747,280,317
2017,W96017,Powys,,South Powys,"8,347",304,155,60,435,60,119,"1,535",948,186,230
